item_name,variant,category,subcategory,description,price,half_plate_price,full_plate_price,small_price,medium_price,large_price,price_display
Spanish Paella - Mixed Seafood,,Spain,Spain,"Spanish rice, cooked with saffron and mixed seafood",1200,,,,,,
Gulab Jamun,,Dessert,Dessert,"Warm dumplings, green cardamom sugar syrup.",325,,,,,,
Angoori Rasmalai,,Dessert,Dessert,,325,,,,,,
Akhrot Halwa,,Dessert,Dessert,"Walnut and milk pudding, toasted nuts slivers",375,,,,,,
Khubani Ka Meetha,,Dessert,Dessert,Badami apricot compote with whole milk cream,375,,,,,,
Falooda,,Dessert,Dessert,"Milk, ice-cream, rose syrup, vermicelli, nuts",375,,,,,,
Dutch Truffle Chocolate Pastry,,Dessert,Dessert,,375,,,,,,
Warm Fig and Date Toffee Pudding,,Dessert,Dessert,Sticky date and fig pudding served warm with butterscotch sauce,425,,,,,,
Dark Chocolate Sugar Free Mousse,,Dessert,Dessert,Heavy Cream mesmerized by Single origin chocolate with chunks of milk chocolate,425,,,,,,
Chocolate Walnut Brownie with Vanilla Ice Cream,,Dessert,Dessert,,475,,,,,,
New York Style Lemon Cheese Cake,,Dessert,Dessert,Served with Blueberry Comport,475,,,,,,
Litchi with Vanilla Ice Cream,,Dessert,Dessert,,525,,,,,,
Fresh Fruits,,Dessert,Dessert,"Selection of fresh seasonal fruits, natural yoghurt, honey",525,,,,,,
Choice of Ice Cream,,Dessert,Dessert,,325,,,,,,
Green Tea,,Beverages,Selection of Fine Tea’s,,375,,,,,,
Lemon Green,,Beverages,Selection of Fine Tea’s,,375,,,,,,
Peppermint & Lime,,Beverages,Selection of Fine Tea’s,,375,,,,,,
Earl Green,,Beverages,Selection of Fine Tea’s,,375,,,,,,
Chamomile,,Beverages,Selection of Fine Tea’s,,375,,,,,,
Masala Chai,,Beverages,Selection of Fine Tea’s,,300,,,,,,
English Breakfast Tea,,Beverages,Selection of Fine Tea’s,,300,,,,,,
Dopio,,Beverages,Selection of Coffee,Double shot of espresso served in demitasse cup,300,,,,,,
Cappuccino,,Beverages,Selection of Coffee,Single espresso shot with thick foam of steamed milk,350,,,,,,
Espresso,,Beverages,Selection of Coffee,30ml shot of pure coffee extract,300,,,,,,
Caffe Latte,,Beverages,Selection of Coffee,Double espresso shot with steamed milk and light foam,300,,,,,,
Hot Chocolate,,Beverages,Selection of Coffee,,300,,,,,,
Juice Bar - Watermelon,,Beverages,Juice Bar,Choose from the following to make your own juice,300,,,,,,
Juice Bar - Grape,,Beverages,Juice Bar,Choose from the following to make your own juice,300,,,,,,
Juice Bar - Sweet lime,,Beverages,Juice Bar,Choose from the following to make your own juice,300,,,,,,
Juice Bar - Pineapple,,Beverages,Juice Bar,Choose from the following to make your own juice,300,,,,,,
Juice Bar - Tomato,,Beverages,Juice Bar,Choose from the following to make your own juice,300,,,,,,
Juice Bar - Mixed fruit,,Beverages,Juice Bar,Choose from the following to make your own juice,300,,,,,,
Juice Bar - Orange,,Beverages,Juice Bar,Choose from the following to make your own juice,300,,,,,,
Juice Bar - Mango (seasonal),,Beverages,Juice Bar,Choose from the following to make your own juice,300,,,,,,
Smoothie Bar - Mango,,Beverages,Smoothie Bar,Choose from the following to make your own combination smoothie,300,,,,,,
Smoothie Bar - Pineapple,,Beverages,Smoothie Bar,Choose from the following to make your own combination smoothie,300,,,,,,
Smoothie Bar - Strawberry,,Beverages,Smoothie Bar,Choose from the following to make your own combination smoothie,300,,,,,,
Smoothie Bar - Chocolate,,Beverages,Smoothie Bar,Choose from the following to make your own combination smoothie,300,,,,,,
Smoothie Bar - Mixed Fruit,,Beverages,Smoothie Bar,Choose from the following to make your own combination smoothie,300,,,,,,
Smoothie Bar - Banana,,Beverages,Smoothie Bar,Choose from the following to make your own combination smoothie,300,,,,,,
Smoothie Bar - Orange,,Beverages,Smoothie Bar,Choose from the following to make your own combination smoothie,300,,,,,,
Thick Shake - Mango,,Beverages,Thick Shake,Choose from the following to make your own combination,300,,,,,,
Thick Shake - Pineapple,,Beverages,Thick Shake,Choose from the following to make your own combination,300,,,,,,
Thick Shake - Strawberry,,Beverages,Thick Shake,Choose from the following to make your own combination,300,,,,,,
Thick Shake - Chocolate,,Beverages,Thick Shake,Choose from the following to make your own combination,300,,,,,,
Thick Shake - Walnut Brownie,,Beverages,Thick Shake,Choose from the following to make your own combination,300,,,,,,
Thick Shake - Banana,,Beverages,Thick Shake,Choose from the following to make your own combination,300,,,,,,
Thick Shake - Orange,,Beverages,Thick Shake,Choose from the following to make your own combination,300,,,,,,
Thick Shake - Vanilla,,Beverages,Thick Shake,Choose from the following to make your own combination,300,,,,,,
Cold Coffee,,Beverages,Cold Coffee,,300,,,,,,
Lassi - Sweet,,Beverages,Lassi,,240,,,,,,
Lassi - Salted,,Beverages,Lassi,,240,,,,,,
Chaas - Masala,,Beverages,Chaas,,240,,,,,,
Chaas - Plain,,Beverages,Chaas,,240,,,,,,
Ice Tea - Peach,,Beverages,Ice Tea,,250,,,,,,
Ice Tea - Lemon,,Beverages,Ice Tea,,250,,,,,,
Canned Juice,,Beverages,Canned Juice,,250,,,,,,
Red Bull,,Beverages,Red Bull,,350,,,,,,
Tonic Water,,Beverages,Tonic Water,,250,,,,,,
Fresh Lime - Soda,,Beverages,Fresh Lime,,200,,,,,,
Fresh Lime - Water,,Beverages,Fresh Lime,,200,,,,,,
Aerated Water Canned,,Beverages,Aerated Water Canned,,200,,,,,,
Club Soda,,Beverages,Club Soda,,150,,,,,,
Himalayan Mineral Water (1 ltr.),,Beverages,Himalayan Mineral Water,,200,,,,,,
Package Drinking Water (1 ltr.),,Beverages,Package Drinking Water,,150,,,,,,
